Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_06,Chrome 142.0.7444.176,,,02-12-2025 11:31:36,02-12-2025 11:32:09,32.810s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase26,Chrome 142.0.7444.176,,,02-12-2025 11:31:36,02-12-2025 11:31:44,7.515s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:31:37,02-12-2025 11:31:39,2.306s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:31:39,02-12-2025 11:31:40,0.896s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:31:40,02-12-2025 11:31:40,0.336s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:31:40,02-12-2025 11:31:44,3.427s,PASSED
title = getWindowTitle(),Chrome 142.0.7444.176,,,02-12-2025 11:31:44,02-12-2025 11:31:44,0.021s,PASSED
println(title),Chrome 142.0.7444.176,,,02-12-2025 11:31:44,02-12-2025 11:31:44,0.005s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 142.0.7444.176,,,02-12-2025 11:31:44,02-12-2025 11:31:44,0.004s,PASSED
closeBrowser(),Chrome 142.0.7444.176,,,02-12-2025 11:31:44,02-12-2025 11:31:44,0.202s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase27,Chrome 142.0.7444.176,,,02-12-2025 11:31:44,02-12-2025 11:31:50,5.852s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:31:44,02-12-2025 11:31:45,1.244s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:31:45,02-12-2025 11:31:46,0.919s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:31:46,02-12-2025 11:31:46,0.322s,PASSED
