Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_05,Chrome 143.0.7499.147,,,26-12-2025 17:24:36,26-12-2025 17:25:23,46.323s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase21,Chrome 143.0.7499.147,,,26-12-2025 17:24:38,26-12-2025 17:24:51,13.081s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 143.0.7499.147,,,26-12-2025 17:24:38,26-12-2025 17:24:43,5.123s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 143.0.7499.147,,,26-12-2025 17:24:43,26-12-2025 17:24:45,1.326s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 143.0.7499.147,,,26-12-2025 17:24:45,26-12-2025 17:24:45,0.425s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 143.0.7499.147,,,26-12-2025 17:24:45,26-12-2025 17:24:50,5.264s,PASSED
title = getWindowTitle(),Chrome 143.0.7499.147,,,26-12-2025 17:24:50,26-12-2025 17:24:50,0.031s,PASSED
println(title),Chrome 143.0.7499.147,,,26-12-2025 17:24:50,26-12-2025 17:24:50,0.007s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 143.0.7499.147,,,26-12-2025 17:24:50,26-12-2025 17:24:50,0.004s,PASSED
closeBrowser(),Chrome 143.0.7499.147,,,26-12-2025 17:24:50,26-12-2025 17:24:51,0.286s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase22,Chrome 143.0.7499.147,,,26-12-2025 17:24:51,26-12-2025 17:24:58,7.531s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 143.0.7499.147,,,26-12-2025 17:24:51,26-12-2025 17:24:52,1.559s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 143.0.7499.147,,,26-12-2025 17:24:52,26-12-2025 17:24:53,0.896s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 143.0.7499.147,,,26-12-2025 17:24:53,26-12-2025 17:24:54,0.380s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 143.0.7499.147,,,26-12-2025 17:24:54,26-12-2025 17:24:58,4.380s,PASSED
title = getWindowTitle(),Chrome 143.0.7499.147,,,26-12-2025 17:24:58,26-12-2025 17:24:58,0.019s,PASSED
println(title),Chrome 143.0.7499.147,,,26-12-2025 17:24:58,26-12-2025 17:24:58,0.001s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 143.0.7499.147,,,26-12-2025 17:24:58,26-12-2025 17:24:58,0.003s,PASSED
closeBrowser(),Chrome 143.0.7499.147,,,26-12-2025 17:24:58,26-12-2025 17:24:58,0.276s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase23,Chrome 143.0.7499.147,,,26-12-2025 17:24:58,26-12-2025 17:25:06,8.158s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 143.0.7499.147,,,26-12-2025 17:24:58,26-12-2025 17:25:00,1.820s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 143.0.7499.147,,,26-12-2025 17:25:00,26-12-2025 17:25:01,0.947s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 143.0.7499.147,,,26-12-2025 17:25:01,26-12-2025 17:25:01,0.411s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 143.0.7499.147,,,26-12-2025 17:25:01,26-12-2025 17:25:06,4.309s,PASSED
title = getWindowTitle(),Chrome 143.0.7499.147,,,26-12-2025 17:25:06,26-12-2025 17:25:06,0.011s,PASSED
println(title),Chrome 143.0.7499.147,,,26-12-2025 17:25:06,26-12-2025 17:25:06,0.000s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 143.0.7499.147,,,26-12-2025 17:25:06,26-12-2025 17:25:06,0.001s,PASSED
closeBrowser(),Chrome 143.0.7499.147,,,26-12-2025 17:25:06,26-12-2025 17:25:06,0.642s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase25,Chrome 143.0.7499.147,,,26-12-2025 17:25:06,26-12-2025 17:25:15,8.229s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 143.0.7499.147,,,26-12-2025 17:25:06,26-12-2025 17:25:08,1.475s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 143.0.7499.147,,,26-12-2025 17:25:08,26-12-2025 17:25:09,0.931s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 143.0.7499.147,,,26-12-2025 17:25:09,26-12-2025 17:25:09,0.462s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 143.0.7499.147,,,26-12-2025 17:25:09,26-12-2025 17:25:13,4.149s,PASSED
title = getWindowTitle(),Chrome 143.0.7499.147,,,26-12-2025 17:25:13,26-12-2025 17:25:13,0.014s,PASSED
println(title),Chrome 143.0.7499.147,,,26-12-2025 17:25:13,26-12-2025 17:25:13,0.001s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 143.0.7499.147,,,26-12-2025 17:25:13,26-12-2025 17:25:13,0.001s,PASSED
closeBrowser(),Chrome 143.0.7499.147,,,26-12-2025 17:25:13,26-12-2025 17:25:15,1.179s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase24,Chrome 143.0.7499.147,,,26-12-2025 17:25:15,26-12-2025 17:25:23,8.045s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 143.0.7499.147,,,26-12-2025 17:25:15,26-12-2025 17:25:16,1.809s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 143.0.7499.147,,,26-12-2025 17:25:16,26-12-2025 17:25:17,0.908s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 143.0.7499.147,,,26-12-2025 17:25:17,26-12-2025 17:25:18,0.355s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 143.0.7499.147,,,26-12-2025 17:25:18,26-12-2025 17:25:22,4.301s,PASSED
title = getWindowTitle(),Chrome 143.0.7499.147,,,26-12-2025 17:25:22,26-12-2025 17:25:22,0.014s,PASSED
println(title),Chrome 143.0.7499.147,,,26-12-2025 17:25:22,26-12-2025 17:25:22,0.000s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 143.0.7499.147,,,26-12-2025 17:25:22,26-12-2025 17:25:22,0.001s,PASSED
closeBrowser(),Chrome 143.0.7499.147,,,26-12-2025 17:25:22,26-12-2025 17:25:23,0.643s,PASSED
