Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_04,Chrome 142.0.7444.176,,,02-12-2025 11:18:52,02-12-2025 11:19:37,45.586s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase16,Chrome 142.0.7444.176,,,02-12-2025 11:18:52,02-12-2025 11:19:01,8.785s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:18:53,02-12-2025 11:18:55,2.629s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:18:55,02-12-2025 11:18:56,0.913s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:18:56,02-12-2025 11:18:57,0.430s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:18:57,02-12-2025 11:19:01,3.815s,PASSED
title = getWindowTitle(),Chrome 142.0.7444.176,,,02-12-2025 11:19:01,02-12-2025 11:19:01,0.117s,PASSED
println(title),Chrome 142.0.7444.176,,,02-12-2025 11:19:01,02-12-2025 11:19:01,0.053s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 142.0.7444.176,,,02-12-2025 11:19:01,02-12-2025 11:19:01,0.014s,PASSED
closeBrowser(),Chrome 142.0.7444.176,,,02-12-2025 11:19:01,02-12-2025 11:19:01,0.443s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase17,Chrome 142.0.7444.176,,,02-12-2025 11:19:01,02-12-2025 11:19:10,9.172s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:19:01,02-12-2025 11:19:04,2.474s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:19:04,02-12-2025 11:19:05,1.240s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:19:05,02-12-2025 11:19:06,0.683s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:19:06,02-12-2025 11:19:10,4.197s,PASSED
