Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_10,Chrome 142.0.7444.176,,,02-12-2025 11:25:21,02-12-2025 11:25:54,32.989s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase46,Chrome 142.0.7444.176,,,02-12-2025 11:25:22,02-12-2025 11:25:30,7.962s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:25:22,02-12-2025 11:25:24,2.348s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:25:24,02-12-2025 11:25:25,0.943s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:25:25,02-12-2025 11:25:26,0.362s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:25:26,02-12-2025 11:25:29,3.743s,PASSED
title = getWindowTitle(),Chrome 142.0.7444.176,,,02-12-2025 11:25:29,02-12-2025 11:25:29,0.034s,PASSED
println(title),Chrome 142.0.7444.176,,,02-12-2025 11:25:29,02-12-2025 11:25:29,0.006s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 142.0.7444.176,,,02-12-2025 11:25:29,02-12-2025 11:25:29,0.003s,PASSED
closeBrowser(),Chrome 142.0.7444.176,,,02-12-2025 11:25:29,02-12-2025 11:25:30,0.195s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase47,Chrome 142.0.7444.176,,,02-12-2025 11:25:30,02-12-2025 11:25:36,6.448s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:25:30,02-12-2025 11:25:31,1.450s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:25:31,02-12-2025 11:25:32,0.835s,PASSED
