Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
TS_01,Chrome 142.0.7444.176,,,02-12-2025 11:40:21,02-12-2025 11:40:54,33.484s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase1,Chrome 142.0.7444.176,,,02-12-2025 11:40:21,02-12-2025 11:40:29,7.890s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:40:22,02-12-2025 11:40:24,2.508s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:40:24,02-12-2025 11:40:25,0.891s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:40:25,02-12-2025 11:40:25,0.341s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:40:25,02-12-2025 11:40:26,0.367s,PASSED
title = getWindowTitle(),Chrome 142.0.7444.176,,,02-12-2025 11:40:26,02-12-2025 11:40:29,3.268s,PASSED
println(title),Chrome 142.0.7444.176,,,02-12-2025 11:40:29,02-12-2025 11:40:29,0.003s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 142.0.7444.176,,,02-12-2025 11:40:29,02-12-2025 11:40:29,0.005s,PASSED
closeBrowser(),Chrome 142.0.7444.176,,,02-12-2025 11:40:29,02-12-2025 11:40:29,0.183s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase2,Chrome 142.0.7444.176,,,02-12-2025 11:40:29,02-12-2025 11:40:36,6.245s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:40:29,02-12-2025 11:40:31,1.288s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:40:31,02-12-2025 11:40:31,0.887s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:40:31,02-12-2025 11:40:32,0.411s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:40:32,02-12-2025 11:40:35,3.497s,PASSED
title = getWindowTitle(),Chrome 142.0.7444.176,,,02-12-2025 11:40:35,02-12-2025 11:40:35,0.014s,PASSED
println(title),Chrome 142.0.7444.176,,,02-12-2025 11:40:35,02-12-2025 11:40:35,0.001s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 142.0.7444.176,,,02-12-2025 11:40:35,02-12-2025 11:40:35,0.001s,PASSED
closeBrowser(),Chrome 142.0.7444.176,,,02-12-2025 11:40:35,02-12-2025 11:40:36,0.131s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase3,Chrome 142.0.7444.176,,,02-12-2025 11:40:36,02-12-2025 11:40:42,6.248s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:40:36,02-12-2025 11:40:37,1.332s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:40:37,02-12-2025 11:40:38,0.825s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:40:38,02-12-2025 11:40:38,0.383s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:40:38,02-12-2025 11:40:42,3.516s,PASSED
title = getWindowTitle(),Chrome 142.0.7444.176,,,02-12-2025 11:40:42,02-12-2025 11:40:42,0.014s,PASSED
println(title),Chrome 142.0.7444.176,,,02-12-2025 11:40:42,02-12-2025 11:40:42,0.001s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 142.0.7444.176,,,02-12-2025 11:40:42,02-12-2025 11:40:42,0.002s,PASSED
closeBrowser(),Chrome 142.0.7444.176,,,02-12-2025 11:40:42,02-12-2025 11:40:42,0.163s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase4,Chrome 142.0.7444.176,,,02-12-2025 11:40:42,02-12-2025 11:40:48,6.165s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:40:42,02-12-2025 11:40:43,1.351s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:40:43,02-12-2025 11:40:44,0.866s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:40:44,02-12-2025 11:40:44,0.358s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:40:44,02-12-2025 11:40:48,3.364s,PASSED
title = getWindowTitle(),Chrome 142.0.7444.176,,,02-12-2025 11:40:48,02-12-2025 11:40:48,0.021s,PASSED
println(title),Chrome 142.0.7444.176,,,02-12-2025 11:40:48,02-12-2025 11:40:48,0.000s,PASSED
"assert title == ""My Dashboard | TrilaSoft""",Chrome 142.0.7444.176,,,02-12-2025 11:40:48,02-12-2025 11:40:48,0.000s,PASSED
closeBrowser(),Chrome 142.0.7444.176,,,02-12-2025 11:40:48,02-12-2025 11:40:48,0.191s,PASSED
,,,,,,,
Test Cases/HRIS/SignIn/testcase5,Chrome 142.0.7444.176,,,02-12-2025 11:40:48,02-12-2025 11:40:54,6.339s,PASSED
"openBrowser(""https://qahris.trilasoft.com/"")",Chrome 142.0.7444.176,,,02-12-2025 11:40:48,02-12-2025 11:40:49,1.311s,PASSED
"setText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_email""), username)",Chrome 142.0.7444.176,,,02-12-2025 11:40:49,02-12-2025 11:40:50,0.865s,PASSED
"setEncryptedText(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/input_Remember Me_password""), password)",Chrome 142.0.7444.176,,,02-12-2025 11:40:50,02-12-2025 11:40:51,0.382s,PASSED
"click(findTestObject(""Object Repository/HRIS/Page_Login  TrilaSoft/button_Remember Me_btn btn-primary""))",Chrome 142.0.7444.176,,,02-12-2025 11:40:51,02-12-2025 11:40:54,3.587s,PASSED
title = getWindowTitle(),Chrome 142.0.7444.176,,,02-12-2025 11:40:54,02-12-2025 11:40:54,0.022s,PASSED
println(title),Chrome 142.0.7444.176,,,02-12-2025 11:40:54,02-12-2025 11:40:54,0.000s,PASSED
